clade_name	WAMP34	WAMP33	WAMP29	WAMP27	WAMP26	WAMP25	WAMP24	WAMP23	WAMP22	WAMP21	WAMP20	WAMP19	WAMP18	WAMP15	WAMP14	WAMP13	WAMP12	WAMP11	WAMP10	WAMP09	WAMP07	WAMP06	WAMP05	WAMP04	WAMP03	WAMP02	TAF018B	TAF018A	TAF017E	TAF017C	TAF017A	TAF008B	PYK005A	PYK004A	PYK003A	PYK002A	PYK001A	OAK005A	OAK004A	OAK003A	OAK002A	OAK001A	ESA008A	ESA007A	ESA006A	ESA004A	ESA003A	ERR3579826	ERR3579825	ERR3579824	ERR3579823	ERR3579822	ERR3579821	ERR3579820	ERR3579819	ERR3307054	ERR3307053	ERR3307052	ERR3307051	ERR3307050	ERR3307049	ERR3307048	ERR3307047	ERR3307046	ERR3307045	CS48	CS47	CS46	CS45	CS44	CS43	CS42	CS40	CS39	CS38	CS37	CS36	CS35	CS34	CS33	CS32	CS31	CS30	CS29	CS28	CS27	CS26	CS24	CS23	CS22	CS21	CS20	CS19	CS18	CS17	CS16	CS15	CS14	CS13	CS12	CS11	CS10	CS09	CS08	CS04	CS03	CS02	CS01	CHS36	CHS31	CHS29	CHS27	CHS26	CHS22	CHS14	CHS03	CHS01	Abusir1594	Abusir1574	Abusir1519	Edo10	Edo9	Edo8	Edo4	Edo3	Edo2	Edo1
GGB50592_SGB70729	1.41523	1.40032	1.39775	2.3646	11.71832	0.04595	0.03528	0.41389	0.62408	0.68662	1.5929	1.4949	0.77639	0.19115	0	1.17275	1.27611	0	0.87564	1.0477	0.02211	0.23488	1.77965	0	0.33875	0.00063	0	0	0	0	16.18115	1.28192	1.47464	0.48886	2.71252	0	0.76402	0	0.18101	25.73643	0.03406	22.97801	1.00122	0.44429	3.51014	0.62194	1.80554	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04044	0	0	0	0	8.74727	9.78	0	0.32471	0.24767	0.97018	0.62632	1.73969	7.74678	5.98606	1.47639	13.34293	12.6928	0.67525	3.27563	8.21652	1.57672	0.03473	0.04014	0.56556	0.12382	4.54581	0.30523	0.8298	1.4334	9.50629	6.14489	1.14573	0.18673	1.10777	0.90015	5.43976	0.40776	0.20629	3.32008	2.27565	1.30822	2.73678	0.6636	1.97197	1.88639	2.86291	2.13012	0.92604	0.01802	1.1168	3.4982	4.23213	0.16126	0.08881	4.4944	11.70424	0.0418	0	0.36519	0.82397	1.24336	1.39742	0.46837	0	4.56918	0.22797
Ottowia_sp_Marseille_P4747	1.07175	1.73493	0.02897	0.30033	0.00251	5.0539	19.44065	7.15041	2.33092	0.101	0.28524	0.06141	1.69569	6.87079	21.78397	2.55282	0	9.02439	2.91707	0.07693	11.33225	2.04529	5.92606	9.12365	4.14776	12.31395	28.96746	3.01657	0	1.379	0	2.54763	0	0.59953	0	0.0208	0	0.00788	3.71639	0	0.77063	0	0.65059	0.10736	2.05099	18.27551	5.27504	9.50297	1.65232	7.39737	12.62596	2.54063	28.11264	27.97442	3.67069	3.17663	0.01482	1.31542	2.55673	0.0002	5.97261	3.65966	23.63923	9.11179	16.56731	0.17752	0.51931	7.44993	8.44561	0.12047	0	2.59044	0	0.39165	0	0.02722	0.02191	0.02557	8.61506	2.59944	0.03201	0.21602	3.2932	1.3233	0	0	0.08591	11.4203	8.59589	11.534	0.11574	0.53242	3.47101	0.26484	6.20095	6.70075	0.49607	19.51292	5.41632	0.8195	0	4.79862	2.83887	3.28946	0.99701	0.15548	0.03984	13.44373	0	0.556	0	0	0	0	0	0.05978	0.06997	0.25153	0	1.90256	0.09098	0	0	0	4.6521	0.00224	0
Actinomyces_israelii	0.35742	0.26265	0.1585	0.10849	0	0.06413	0.64301	3.89775	0.98694	0.17901	2.28514	0.15556	0.68449	0.11624	0.00529	1.13368	1.82168	0.01606	0	0.10205	0.65459	0.13855	0.47945	0.01208	0.09375	0.08701	0	0	0	0	0	0.00384	0.08694	0.55755	0.40202	4.2352	2.28373	0.02371	0.00154	0.00706	0.0006	0	4.57533	1.09096	6.20746	3.55334	4.15825	2.58373	1.12858	1.31285	0.41508	1.38925	0.17692	0.77891	0.54261	0.63108	0.94955	0.63895	0.04924	0.11041	0.18071	0.8445	0.3967	0.00075	0	0.67945	0.96676	0.12569	0	0.01166	0.30491	0.00802	0.04194	0.24759	0.16062	0.09634	1.01716	0.26527	0.01996	1.75852	0.85227	0.02177	0.09029	0.00026	0.00737	0.63222	0.46652	0.25552	0.05444	0.01613	0.75958	0.08032	0.14244	0.02223	0.0468	0.40001	1.00947	0.3442	0.07661	0.30192	0.19157	0.17581	0.18209	2.08901	0.04462	0.01777	0.04062	0.43674	0.03633	9.47488	0.32917	0.39355	0.72143	0.41288	1.10387	0.36925	0.82064	0	0	0.00041	0.43626	0.01455	0.0054	0.05067	0.04982	0.97184	0.22605
Methanobrevibacter_oralis	17.72168	0.59552	5.08054	22.10158	22.52331	0.03993	0.15641	0.03209	2.82173	21.36066	23.79981	0.00296	0.45975	2.15014	0	1.55255	24.3955	0.60818	11.04241	40.62979	0.94081	3.9644	17.46372	0.60502	0.61711	2.43242	0	0	0	0	0	0	12.64196	1.21582	0.05687	0	0.05351	0	0	0	0	0	3.34927	8.30489	0.03487	0.05776	0.10333	0	0	0	0	0.3841	0	0	0.92705	0	1.84481	1.6076	0	0	0	0	0	0	0	3.5839	4.2173	0.20786	3.00741	0.39078	28.21179	22.80841	0.51992	27.02344	2.48555	25.82611	6.61714	6.79646	2.25377	4.18572	4.26118	20.83499	1.45611	0.41492	9.73009	14.13062	0.15613	0.04773	0.49075	15.65124	0.99413	37.56802	1.07213	0.09196	11.81189	1.79661	0.0095	6.10561	4.32853	18.40941	14.31282	0.83978	9.01172	0	2.63709	19.43422	25.33232	0	58.06733	0.36091	3.97163	13.4159	12.5451	3.87286	15.06948	16.10493	1.20592	0	0	0.00593	0	23.19621	17.89551	0.00058	0	15.05801	6.34283
Campylobacter_rectus	0.04748	0.24464	0.70499	0.09679	0.01752	0.03051	0.07505	0.31207	0.21491	0.04955	0.52337	0.12802	0.15115	0.09258	0.30892	0.36975	0.03834	0.07181	0.05541	0.00501	0.03083	0.13915	0.09181	0.06924	0.24019	0.04892	0.02863	0	0	0	0	0.04578	0.07502	0.09963	0.74357	0.60865	0.47526	0.73772	0.01923	0.28495	0.01431	0.15684	0.36159	0.11627	0.63579	0.12115	0.76225	0.003	0.00974	0.07543	0.18383	0.00146	0.00156	0.07288	0.0012	0.04875	0.55716	0.08851	0.00165	0.00706	0.03066	0.21173	0.08883	0.08563	0.00126	0.34751	0.42446	0.04876	0	0	0.13093	0.22328	1.20372	0.36078	0.38201	0.34838	10.544	1.87536	1.09075	1.7141	1.25936	0.47222	0.57938	0.03186	0.01052	1.42857	0.64719	0.36383	0.29121	0.05875	0.79963	0.09688	0.21007	0.10777	0.18683	0.47544	1.40245	0	0	0.28754	0.63718	0.5503	0.43959	0.33009	1.55591	0.10111	0.27522	5.12432	0.00048	0.36972	0	0.16565	0.0969	0	0.03985	0.07549	0.17796	0.02384	0	0.08547	0.01911	0.0232	0.06616	0.02894	0	0.16309	0.01289
Treponema_socranskii	0.05132	0.10641	0.31733	0.17122	0.0013	0	0.12476	0.27657	0.23734	0.39283	0.25801	0.24652	0.02908	0.16445	0.1361	0.22349	0.18479	0.08545	0.20232	0.04904	0.09789	0.12464	0.10458	0.07203	0.13784	0.07914	0.1462	0	0	1.06227	0	0.08991	0.14575	0.07623	0.16054	0.26244	0.38363	0.30888	0.2511	0.03449	0.02861	0.10452	0.07935	0.20017	0.08556	0.10763	0.066	0.2654	0.05399	0.63983	0.07262	1.34875	0.23697	0.26354	0.41666	0.50599	0.05114	0.23272	0.01514	0.15191	0.15659	0.17056	0.15602	0.01228	0.00987	0	0.05712	0.23186	0	0.19644	0.00871	0.07296	0	0.09595	0.0089	0.05308	0	0.0056	0	0.17038	0.02519	0.08558	0.18663	0.006	0	0	0.01857	0.10609	0.06293	0.08535	0.06952	0.00895	0.04793	0	0.00265	0.01297	0.06004	0.09494	0.06533	0.21998	0.12455	0.08254	0.11455	0.21851	0.13716	0.04254	0.01877	0.0924	0	0.07239	0.06186	0.10145	0.10113	0.03431	0.0031	0.04092	0.0578	0.00816	0	0.04775	0.08299	0.01209	0.01425	0.00156	0.03664	0.11253	0.00316
Streptococcus_sinensis	0.68586	2.33391	0.01783	0.39435	0	0.07647	1.03188	0.04279	0.15546	1.03821	0	0.31459	1.9908	2.16671	0.10513	2.79012	0.08805	4.95228	0.06738	0.16413	7.57327	3.96019	0.78949	4.93064	2.08962	5.41888	2.28832	0.94536	0	0.93384	0	1.63342	0	0.94758	0	0.27607	0.12717	0.40674	0.61413	0.12234	0.89135	0	5.24762	1.60917	2.14312	0.6014	5.03631	0	0	0	0.03002	0.36637	0	0.62727	0	0	0.25436	0.24818	0	0	0	0	0.00173	0	0	0	0.16532	0.93876	0.16756	3.15719	0	0.16838	0	0.44718	0	0.126	0	0	0.45895	0	0.06208	2.266	0	0.20411	0	0	0.10141	2.4493	0.84283	1.18756	0	0.06455	0.19076	0.15147	1.64764	0.21007	0.69576	0.16011	1.14725	0.31326	0.18992	0.24354	0.33735	0.11428	0.46469	0.01914	0	0.23455	0	0.84531	0	0.01401	0.20728	4.69641	0.00487	2.01103	2.23062	0.22192	0	0.06855	0.00452	0.01037	0	0	0.66764	0.00577	0
Actinomyces_sp_oral_taxon_897	1.4402	1.39067	0.03975	0.25698	0	0.01436	0.94049	0.01805	0.39214	0.08903	0.02463	0.01039	0.84738	0.23516	0.01242	1.00985	0.04641	0.31956	0.00882	0.35767	1.31745	0.5609	0.35456	0.33108	0.35659	0.43527	0	0	0	0	0	0.01989	0.08979	2.26403	0.08508	4.15506	0.05227	0.03511	0.00843	0.00609	0.0173	0.01212	1.34281	4.34143	0.60548	1.99503	1.35702	2.60662	3.28902	4.49232	0.82433	0.86889	1.90381	4.80475	1.84343	3.8901	1.77135	4.42608	0.73727	0.14408	0.41997	3.52238	2.89326	0.07479	0.96963	0	0.15598	1.40382	0.00668	0	0	0	0	0.28382	0.07707	0.01426	0	0.11625	0.10948	0.46122	0.06523	0.40029	0.40781	0.02633	0.03096	0	0.01217	0.43293	0.70548	0.04859	0.04848	0.08353	0.18668	0.02291	0.3437	0.43067	1.19684	1.91479	1.26801	0.55674	0.73305	0.23903	1.03348	0.47553	0.92249	0.03185	0	1.22224	0	0.77866	0.03624	0.0322	0.11893	0.84962	0.00797	0.12386	0.59015	0	0	0.0036	0.13697	0.0411	0	0	0.05987	0.00348	0.00056
Pseudoramibacter_alactolyticus	0	0	0.02151	0	1.3904	0	0	0	0	0.25416	1.15508	0.40313	0.03324	0	0	0	0.38987	0	0	0.12892	0.08121	0	0.01142	0	0.00369	0	0	0	7.11476	0	0	0	5.41731	1.03544	4.28945	0.67383	1.10569	0	0.07806	0	0.1152	0	0.01573	0.37829	0.11366	0	0.05271	0.62417	0.06363	1.06307	0.20341	0.34774	0.03425	0.1038	0.7612	0.68389	3.23013	0.28432	0.02802	0.06841	0.03787	0.11459	0.00722	0	0.00237	1.71847	1.76762	0	0	0.02244	0.18871	0.117	2.07451	0.0421	0.79701	0.14759	0.57215	0.95438	0.1517	0.40838	0.496	0.37035	0	0	0.19028	0.55601	0.32554	0.09872	0.02617	0.26033	0.71535	0.49676	0.18583	0	0.17111	0.00368	1.28722	0.19413	0.11549	0.90981	1.9524	0.10195	0.20231	0.06994	0.34329	0.47014	0.2304	0.03332	0.17838	1.18974	0.20639	0.38572	0.84861	0	0.08903	0.97571	1.21308	0.01312	0	5.69559	0.04234	0	0.37602	0.83549	0	0.12468	0.12478
Mogibacterium_timidum	0.1233	0.09729	0.00577	0.11242	2.38855	0	0	0.00011	0.00152	0.14383	1.79368	0.11215	0.42963	0.00059	0	0.25972	0.03261	0	0	0	0.00372	0	0	0	0.08742	0	0	0	0	0	0	0	0.27944	0.39371	0.62819	0.94439	0.06782	0	0	0	0	0	0.06694	0.11977	0.04183	0	0	0.3169	0.28717	1.89794	1.60041	0.18144	0	0.84181	1.76178	0.73671	0.84288	0.38921	0.00774	0.0121	0.12074	0.52988	0.21971	0	0.00136	3.55844	1.88207	0	0.01867	0.03043	0.24724	0.35417	0.72641	0.08397	0.70763	0.21746	0.02013	0.05063	0.73535	4.03141	5.79622	0.52052	0.23459	0.0091	0.22963	2.42878	0.25153	0.03313	0.22908	0.27804	0.25763	0.08268	0.84494	0	0.13768	0.68094	2.06468	0.02713	0.09224	1.13092	8.59125	0.61382	0.02921	0.8501	1.31986	0.38856	0.22302	0.03101	0.22342	0.42336	0	0.00667	0.00937	0.00049	0.66995	0.39073	0.33884	0.08177	0	0.19239	0.57236	0.11754	0.45483	0.32776	0	0.01981	0.71485
Streptococcus_sanguinis	1.26098	0.06047	0.00115	0.07699	0	0.15218	1.8001	0.51251	0.08886	0.06352	0.04523	0.02855	0.4287	2.76024	3.60441	0.04936	0	4.92043	2.06146	0	0.77385	1.49434	0.39136	4.91589	4.32442	1.07177	2.91416	1.07377	0	12.72985	0	0.02664	0	2.32393	0	0.19937	0.00369	0.40549	7.0054	0.31293	14.05824	0	0.18812	0	0.41912	0.24204	2.9222	1.84144	5.04257	3.73772	5.0528	3.96552	4.23633	3.22888	7.37643	0.19418	0.30463	1.72545	8.42462	6.75486	4.62595	5.52511	2.20136	6.46435	12.26891	0	0.02025	0.08523	2.85468	2.33578	0	3.24957	0	0.02213	0	0.01211	0	0.00371	1.22899	0.74319	0.16187	0.39607	0.25427	7.66328	0	0	0	0.26782	4.68939	0.01655	0.04747	0.01469	2.65499	5.31812	0.01418	6.17285	0.27492	0.05601	2.24111	0.07258	0	1.63814	0.00738	4.57252	0	0	0	0.17336	0	0.02299	0	0	0	0	0	0.27648	0.05471	0.033	0	0.25999	0	0	0	0	18.40264	0	0
Lachnospiraceae_bacterium_oral_taxon_500	0.06799	0.05376	0.23364	0.12334	0.0093	0	0.31395	0.14088	0.22494	0.06604	0.06122	0.07935	0.12759	0.3713	0.0205	0.30625	0.02379	0.23856	0.2265	0.01904	0.20125	0.21318	0.07185	0.21267	0.45109	0.17867	0.04761	0	0	0.2685	0	0.05264	0.00826	0.09311	0.09852	0.04761	0.05207	0.15794	0.02811	0.06557	0.06489	0.01752	0.26349	0.11183	0.05502	0.05719	0.25236	0.00239	0.00829	0.11974	0.05136	0	0.0015	0.04025	0.16974	0.05224	0.21413	0.32456	0.11578	0	0.00908	0.09703	0.0189	0.01097	0.0203	0	0.17507	0.30269	0.18284	1.49055	0.00359	0.6125	0.06695	0.05976	0.01684	0.04353	0.15282	0.02419	0.1131	0.35327	0.0554	0.21569	0.02111	0.43893	0	0.06859	0.14018	0.18509	0.20867	0.366	0.02192	0.03918	0.77299	0.02762	0.06291	0.2348	0.34892	0.0344	0.71138	0.20014	0.0684	0.75986	0.19808	0.58603	0.19274	0.0064	0.02759	0.18129	0	0.02663	0	0.08198	0.04287	0	0.00059	0.00916	0.00304	0.00621	0	0.11201	0	0.00273	0	0.0015	0.51469	0.00986	0
Schaalia_cardiffensis	0.48523	0.07979	0.00437	0.19299	0.00818	0	0.06292	0.00267	0.01678	0.12193	0.05084	0.79381	0.34488	0.05469	0	0.17693	0	0.06179	1.62294	0.09694	0.2392	0.64639	1.06605	0.07268	0.10332	0.29907	0	0	0	0	0	0.05851	0.40416	0.1877	0.40592	0.71121	0.06558	0	0	0.00222	0	0	0.08114	0.88952	0.04088	0.14057	0.18737	0	0.04725	0.40116	0.25133	0	0.00099	0.1983	0.32319	0	1.36478	1.70486	0.01431	0.03044	0.07228	0.06512	0.15063	0	0.00505	0	0.0483	0.04494	0	0	0.03692	0.11478	0	0.0365	0.08225	0.30922	0.44048	0.5517	0.18992	0.00113	0.13786	0.13847	0	0.01906	0	0	0	0.22164	0.1155	0.33891	0.11707	0.02026	0.00412	0	0.39705	0.05609	0.11982	0	0.08012	0.00349	0.22125	0.09323	0.48141	0.06005	0.20532	0.01499	0.2862	0.41666	0.04149	0	1.04265	0.15523	0.51037	2.44447	0.04805	0.21506	1.02971	0.00955	0	0.13351	0.12365	1.12525	0.24238	0.07997	0.02767	0.74678	0.03536
GGB12790_SGB19845	0.05827	2.55509	0.04728	0.22812	0	0.02775	1.64711	4.94294	2.73282	0.20524	0.35253	0.52183	0.50942	0.48894	0	1.19939	0.19633	0.08613	0	0.4199	1.4664	2.567	0.65816	0.05289	0.34997	0.17065	0	0	0	0	0	0	0.00629	0.96474	0.11759	5.79771	0	0	0	0	0	0	8.10277	1.47058	1.49595	5.69142	0.9195	0.4746	0.94589	1.65401	0.30463	2.4834	0.10378	0.81984	1.04119	1.41525	0.3274	2.32991	0.06971	0.06632	0.00382	0.35669	0.42383	0	0	0	0.04378	1.06381	0	0	0	0	0	0.21777	0.01358	0.11305	0	0.30389	0.23572	0.30593	0.23831	0.20862	0	0.01943	0	0	0	2.27863	0.31219	0.30696	0.0161	0.02336	0.0958	0	0.33915	0.79899	0.00191	2.14313	0.25643	0.13322	0.17737	0.14661	1.48533	0.24475	0.56577	0.02665	0.0027	3.68262	0	2.4444	0.00123	0.16194	0.1067	1.26885	0.03347	0.03913	0.24697	0	0	0	0.69429	0.00156	0	0	0	0.01116	0
Eubacterium_brachy	0.14374	0.05668	0.14922	0.04859	0.08433	0	0.05343	0.14991	0.11683	0.00031	0.07736	0.13571	0.14734	0.04698	0.05761	0.23948	0.06763	0.01495	0	0.0071	0	0.03201	0.04085	0.01413	0.1258	0	0.18746	0	0	0	0	0.0107	0.00321	0.02668	0.08998	0.13853	0.41058	1.21752	0	0.04457	0.00059	0.11025	0.03479	0.06298	0.2078	0.04506	0.09738	0	0.01295	0.10672	0.15188	0.01683	0	0.00809	0	0.26183	0.03057	0.00911	0	0.04255	0.05165	0.20322	0.24023	0.01314	0.00036	0.68072	0.86151	0	0.07735	0.04241	0.29221	0.11299	1.00377	0.25638	0.58729	0.06125	1.67707	1.62374	0.2216	1.59543	0.65547	0.02122	0.6064	0.00201	0.01118	0.70351	0.698	0.16506	0.04599	0	0.65803	0.01097	0.16965	0.0928	0.1056	0.29014	0.8685	0	0	0.17997	0.2064	0.15426	0.11142	0.31878	1.31209	0.05801	0.17427	0.2862	0.03621	1.44214	0	0.09225	0.12889	0	0.09348	0.09127	0.05848	0.04608	0	0.22287	0.07069	0.06868	0.18995	0.02101	0	0.22097	0.05617
Corynebacterium_matruchotii	1.21632	0.26218	0.0107	0.23647	0	0.76005	4.55834	3.95652	3.61975	0.15637	0.01126	0.30011	0.24205	1.0164	9.11415	0.41541	0.0035	1.41163	0.00742	0.00323	3.45061	0.14414	0	1.4332	1.19012	3.82264	0	0	0	0.66048	0	0.037	0	5.4626	0	0.17647	0.09952	0.82303	1.62113	0.07216	0.89214	0	0.95014	0.0587	1.17658	1.00768	1.87819	16.57734	13.05669	0	0.18411	4.22211	0.28236	0.78923	0.46535	0.99844	0.00043	0.75862	0.31799	2.63217	2.15172	12.43562	0.95229	0.00158	0.52875	0	0.1473	0.76772	0.91127	0.58879	0	0.42356	0	0.05349	0	0.00034	0	0	0.19766	0.08247	0.02528	0.13931	2.00912	0.03873	0	0	0.02681	0.81686	0.77579	0.01636	0.11554	0.02111	0.51465	0	0	0.06116	0.6104	1.66516	0.65684	0.34063	0.00943	1.94453	0.17068	1.93971	0.6263	0.00753	0	0.16342	0	0.01395	0	0	0	0	0	0.00185	0	0.02205	0	0.27206	0	0	0	0	0.44503	0	0
Eikenella_corrodens	0.09065	0.06331	0.02028	0.00708	0	0	0.2037	0.19627	0.08575	0.0106	0.01749	0.01516	0.10494	0.49668	0.14892	0.04288	0.00668	0.46096	0.06893	0	1.22423	0.06213	0.06351	0.36465	0.16474	0.29877	1.68043	0	0	0.25359	0	0.00306	0	0.37158	0	0.07177	0	0.12985	0.54801	0	1.23351	0	0.06382	0.02037	0.14603	0.3639	0.39922	0.6976	1.59237	0.31816	1.54654	0.53953	1.15821	0.91018	0.29163	0.05415	0.22675	0.59747	0.50894	0.98575	0.92407	0.38616	0.66068	3.65377	3.61249	0	0.01746	0.20908	0.15844	0.11902	0	0.0669	0	0	0	0.00804	0	0.00419	0.86143	0.10137	0.01597	0.18804	0.09656	0.46782	0	0	0.07049	1.53379	0.53318	1.40859	0.05168	0	0.22868	0.43071	0.12369	0.47853	0.03822	0.18276	0.45051	0.09563	0	0.79537	0.02937	0.37991	0.14761	0.04096	0.00588	2.37188	0	0.10251	0	0	0	0	0.00348	0.02255	0.0162	0.00618	0	0.36755	0	0	0	0	0.12499	0	0
Candidatus_Nanoperiomorbus_periodonticus	0	0.17401	0.07479	0.28603	0	0.07644	0	0.0109	0.36293	0.86757	0.38942	4.24455	0.04396	0.05676	0	0.12072	0.80695	0.01769	0	0.10659	0.00955	0.25341	0.06104	0.02057	0.11425	0	0	0	0	0	0.46934	3.31931	0	0.61084	0.64779	0.08068	1.40218	1.8009	0.24187	0.09223	0.0001	0	0.78349	1.01921	0.14392	1.71217	1.26421	1.79764	0.02407	0.42012	0.14874	4.06029	0	0.01656	0.34477	1.00541	0.19012	0.055	0.10304	0.02328	0.08022	0.28154	0.17264	0	0	0	0.37801	0.22027	0	0.15863	0.01952	0.32285	0	0.06037	0.00031	0.01594	0	0	0	0.02334	0.04001	0.44058	0	0	0.00033	0	0.08134	0	0.00447	0.11938	0.0093	0.11024	0.04141	0	0.16394	0.01577	0.17784	0.13543	0.21678	0.06485	0.16087	0	0.02258	0.1637	0.17028	0.06093	0	0.0143	0	0.13482	0.2538	0.14909	0.13008	2.14533	0.00365	0.48551	0.35012	0.0837	0	0.31881	0.49116	0.00108	0.06189	0.0307	0.00039	0.04019	0
Treponema_SGB69443	0.04386	0.11257	0.25848	0.09525	0.01551	0	0.05437	0.14863	0.19142	0.0717	0.08802	0.10499	0.05506	0.03805	0.02102	0.17535	0.03792	0.00922	0.01394	0	0.01732	0.03751	0.0417	0	0.07989	0.00604	0.0059	0	0	0.12356	0	0.03365	0.07394	0.07691	0.38583	0.30348	0.20346	0.16347	0.05259	0.16301	0.00118	0.21972	0.11777	0.05028	0.26614	0.04598	0.05372	0.01296	0.01585	0.14451	0.09798	0.05046	0.01644	0.08846	0.2323	0.3296	0.80344	0.2224	0.00265	0.02934	0.02769	0.10625	0.02213	0.01153	0.0012	0	0.19461	0.00591	0	0.01065	0.05063	0.03498	0.70084	0.21126	0.14204	0.10736	0.92458	0.29274	0.12023	0.58694	0.33333	0.18744	0.02139	0	0.05601	0.62271	0.34286	0.08245	0.07155	0.06322	0.19303	0.07554	0.07019	0	0.23882	0.04111	0.56065	0	0	0.22402	0.28705	0.18034	0.12798	0.17595	0.44161	0.01978	0.16939	0.31084	0.01639	0.32704	0.03986	0.04969	0.10447	0.02674	0.02332	0.05209	0.0687	0.0127	0	0.05071	0.04066	0.0346	0.04722	0.03298	0	0.11875	0.04449
Candidatus_Saccharibacteria_bacterium_oral_taxon_488	1.29986	0.70196	0.00876	0.06482	0	7.6907	1.02421	3.32994	0.76732	0.02497	0	0.93487	1.42132	0.45304	0.98665	0.17817	0.00067	3.98063	0.3696	0.13163	3.18229	0.96637	0.00126	3.98845	0.57581	8.58808	0.05026	0.11893	0	0.1831	0	0.07516	0	0.06388	0	0.09592	0.00155	2.30351	1.44084	0.14206	0.244	0	1.5627	0.52738	0.6665	3.33327	0.38194	0.38231	0.38674	0.16475	0.17197	3.22413	2.2284	0.50657	0	0.42339	0.01516	0.34628	0.36031	0.00808	0.02608	0.0001	1.69132	0.01702	0.00617	0	0.11597	0.01632	0.06241	1.47153	0	0.14104	0	0.04184	0.00876	0.00877	0.01689	0.01048	0	1.03436	0.00299	0.29049	0	0.07485	0	0	0	0.54284	1.71634	0	0.0467	0.00812	0.09952	0.04151	0.14749	1.18394	0.6607	2.40913	0.26604	0.01558	0	0.03136	0.26492	0.75104	0.0926	0.01112	0	0.36523	0	0.20402	0.00292	0	0.10417	0.00841	0.01525	0.03678	0.10467	0.6451	0	3.2038	0	0	0	0	0.18834	0.0317	0
Lautropia_mirabilis	1.11449	0.02206	0.00487	0.06493	0	0.50996	5.85515	0.90148	0.17596	0.04006	0	0.00586	0.40827	8.24788	0.41207	0.00923	0	2.37371	4.97887	0	0.25917	0.41657	0.01271	2.41135	2.96067	1.12942	0.07067	0	0	2.50359	0	0.05274	0	2.89703	0	0.08719	0	0.09728	0.78104	0	8.86542	0	0.2282	0.02748	0.32617	0.26716	1.21702	1.64576	1.20265	14.11185	4.54614	4.70947	10.13937	2.84242	3.83365	0.12549	0.35249	2.80404	4.76539	17.52316	2.24455	2.49742	2.42488	2.96428	5.10957	0	0.08323	0.61934	3.25185	0.87652	0	4.20526	0	0.03183	0	0.00921	0	0	4.06214	0.29942	0.04601	0.44753	1.04874	1.90604	0	0	0	0.95444	8.26886	0.29745	0.14647	0.02169	8.05668	1.3364	0.04318	11.47477	0.52574	0.04055	4.4743	0.02925	0	5.99994	0.08111	4.13172	0.04116	0	0	0.25026	0	0.00034	0	0	0	0	0	0.00742	0	0.03946	0	0.48892	0	0	0	0	10.16263	0	0
Desulfomicrobium_orale	0.71196	1.08637	1.48774	1.73003	0.17856	4.58248	1.34028	4.93361	3.94103	0.21807	1.62181	0.88303	2.21297	0.42247	0	5.36785	0.71778	1.0251	4.62514	0.10919	0.12581	1.74833	0.44019	0.98928	0	0	0	0	0	0.1647	1.23095	0	0	0	0	0	0	0	0	4.94838	0.04525	0.75404	2.33419	0.6956	6.11554	0.71295	4.55418	0	0.04093	0	0	0	0	0	0	0.00007	7.56439	0.32642	0	0	0.22075	0	0	0	0	5.2149	4.8972	0	1.34751	0.05159	0.20713	0.87772	0	1.81886	0.50728	0.42879	0.30804	8.1603	0	0	0	0.00334	0	0.0052	0.61653	0.20251	6.13302	0.81047	0	0.00269	12.01791	2.67264	0	0.28612	0	0	0	0.34031	0.11191	0	0	0.10003	4.04287	0	16.0559	0.18799	2.36829	0	0.00782	0	0	1.33657	0.56637	0.01498	0.00322	0.10996	0.17732	0	0	0.27298	0.0706	0.18496	0.18748	0.06339	0	0.95321	0
Filifactor_alocis	0.07824	0.06663	1.37977	0.14232	0.07866	0	0.02035	0.06009	0.23089	0.10349	0.25215	0.09971	0.08594	0.06007	0	0.31972	0.03551	0.03773	0.09484	0	0.01302	0.05991	0.06778	0.03755	0.13822	0	0	0	0	0	0	0.00787	0.03083	0.0388	0.32362	0.10578	0.111	0.11442	0	0.01215	0	0	0.07034	0.04519	0.05154	0.00873	0.07797	0	0.0131	0.02557	0.12326	0	0	0.0193	0.10273	0	1.04893	0.21793	0	0	0.05417	0.16897	0.01001	0.00018	0.00511	0.63272	0.72869	0	0	0	0.15545	0.16477	0.8083	0.53113	0.20436	0.21569	2.25104	0.42637	0.41967	1.22506	1.08372	0.43918	0.0184	0.01089	0.08192	0.76954	0.95985	0.2149	0.13046	0.10459	0.32151	0.27762	0.22094	0.08847	0.13338	0.21314	0.60602	0	0	0.29369	0.7647	0.18658	0.27046	0.32333	0.52931	0.03691	0.38584	0.65813	0.00722	0.11556	0.04787	0.33815	0.03511	0	0.0043	0.05372	0.02054	0.00876	0	0.04602	0.00896	0.02087	0.06434	0.04776	0	0.0791	0.03218
